Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Checkout Blocks Rule Trigger (product.metafields.checkoutblocks.trigger),Activity (product.metafields.custom.activity),Badges (product.metafields.custom.badges),Buckle Color (product.metafields.custom.buckle_color),Buckle Material  (product.metafields.custom.buckle_material_),Buckle Width (product.metafields.custom.buckle_width),Bundle (product.metafields.custom.bundle),image with text - text (product.metafields.custom.image_with_text_text),Packs (product.metafields.custom.packs),Other (product.metafields.custom.product),Product Category (product.metafields.custom.product_category),Product Feature (product.metafields.custom.product_feature),Season (product.metafields.custom.season),Shipping (product.metafields.custom.shipping),Sock Color (product.metafields.custom.sock_color),Style (product.metafields.custom.sock_height),Buckle Style (product.metafields.custom.style),Video (product.metafields.custom.video),Warranty (product.metafields.custom.warranty),Wool Info (product.metafields.custom.wool_info),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Hidden Product (product.metafields.seo.hidden),Accessory size (product.metafields.shopify.accessory-size),Activity (product.metafields.shopify.activity),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Brunei,Price / Brunei,Compare At Price / Brunei,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Status
campfire-hike-crew-lightweight-merino-wool-sock-copy,,,,,,,,,lg,,,,,,,,CAMPFIRE-LG-LW,76.5437124375,shopify,98,deny,manual,23.00,,true,true,'194794144122,https://cdn.shopify.com/s/files/1/1310/9209/files/Campfire1.jpg?v=1748612998,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,4.00,,,,,,,,,,,,,
campfire-hike-crew-lightweight-merino-wool-sock-copy,,,,,,,,,xl,,,,,,,,CAMPFIRE-XL-LW,79.37866475,shopify,2222,deny,manual,23.00,,true,true,'194794144139,https://cdn.shopify.com/s/files/1/1310/9209/files/CampfireEdgeLogo.jpg?v=1748612998,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,4.00,,,,,,,,,,,,,
campfire-hike-crew-lightweight-merino-wool-sock-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/CampfireMidfoot1024.jpg?v=1748612998,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campfire-hike-crew-lightweight-merino-wool-sock-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Campfire2.jpg?v=1748612998,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campfire-hike-crew-lightweight-merino-wool-sock-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/CampfireIn-Step.jpg?v=1748612998,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campfire-hike-crew-lightweight-merino-wool-sock-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/CampfireToebox1024.jpg?v=1748612998,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campfire-hike-crew-lightweight-merino-wool-sock-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/CampfireYSeam1024.jpg?v=1748612998,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salmon-belt,Salmon Belt,"<div>The GRIP6 Salmon Belt, perfect for showcasing your fishing passion with subtle flair. Crafted with a lightweight, comfortable weave, it offers infinite adjustability for a perfect fit all day long. The 6061 T6 aluminum buckle is designed to handle anything you can throw at it, ensuring tough-as-nails durability. Ideal for any adventure, this belt combines reliability with style. B<span>acked by a lifetime warranty and built to last.</span><br>
</div>",GRIP6,Apparel & Accessories > Clothing Accessories > Belts,Belt,"Belt, Complete Belt, Pack Builder, Redesign",true,Color,Blue Jay,,Size,Small(26-30),,,,,FISH-Gunmetal-Blue Jay-30,164.58,shopify,999,deny,manual,69.99,,true,true,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-BLJ-1.5.jpg?v=1750103684,1,"",false,Salmon Belt | Stylish & Durable Web Belt by GRIP6,"Experience the GRIP6 Salmon Belt. A stylish, durable web belt designed for comfort and versatility. Made in the USA with a lifetime guarantee.",Apparel & Accessories > Clothing Accessories > Belts,male,adult,,new,TRUE,,,,,,,,,,,Standard,,,,,Belts,why-choose-a-grip-6-belt,,shipping,,,,,our-warranty,buckle-specs,TRUE,'2,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-BLJ-1.5.jpg?v=1750103684,g,PC040108,,true,,,true,,,true,,,true,,,active
salmon-belt,,,,,,,,,Blue Jay,,,Medium(32-34),,,,,FISH-Gunmetal-Blue Jay-34,164.58,shopify,993,deny,manual,69.99,,true,true,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-JET-1.5.jpg?v=1750103684,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-BLJ-1.5.jpg?v=1750103684,g,PC040108,,,,,,,,,,,,,,
salmon-belt,,,,,,,,,Blue Jay,,,Large(36-38),,,,,FISH-Gunmetal-Blue Jay-38,164.58,shopify,999,deny,manual,69.99,,true,true,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-TIT-1.5.jpg?v=1750103684,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-BLJ-1.5.jpg?v=1750103684,g,PC040108,,,,,,,,,,,,,,
salmon-belt,,,,,,,,,Blue Jay,,,X-Large(40-44),,,,,FISH-Gunmetal-Blue Jay-44,164.58,shopify,996,deny,manual,69.99,,true,true,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-CUB-1.5.jpg?v=1750103682,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-BLJ-1.5.jpg?v=1750103684,g,PC040108,,,,,,,,,,,,,,
salmon-belt,,,,,,,,,Blue Jay,,,XX-Large(46-50),,,,,FISH-Gunmetal-Blue Jay-50,164.58,shopify,997,deny,manual,69.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-BLJ-1.5.jpg?v=1750103684,g,PC040108,,,,,,,,,,,,,,
salmon-belt,,,,,,,,,Cub,,,Small(26-30),,,,,FISH-Gunmetal-Cub-30,164.58,shopify,1000,deny,manual,69.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-CUB-1.5.jpg?v=1750103682,g,PC040108,,,,,,,,,,,,,,
salmon-belt,,,,,,,,,Cub,,,Medium(32-34),,,,,FISH-Gunmetal-Cub-34,164.58,shopify,998,deny,manual,69.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-CUB-1.5.jpg?v=1750103682,g,PC040108,,,,,,,,,,,,,,
salmon-belt,,,,,,,,,Cub,,,Large(36-38),,,,,FISH-Gunmetal-Cub-38,164.58,shopify,998,deny,manual,69.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-CUB-1.5.jpg?v=1750103682,g,PC040108,,,,,,,,,,,,,,
salmon-belt,,,,,,,,,Cub,,,X-Large(40-44),,,,,FISH-Gunmetal-Cub-44,164.58,shopify,999,deny,manual,69.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-CUB-1.5.jpg?v=1750103682,g,PC040108,,,,,,,,,,,,,,
salmon-belt,,,,,,,,,Cub,,,XX-Large(46-50),,,,,FISH-Gunmetal-Cub-50,164.58,shopify,1000,deny,manual,69.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-CUB-1.5.jpg?v=1750103682,g,PC040108,,,,,,,,,,,,,,
salmon-belt,,,,,,,,,Jet,,,Small(26-30),,,,,FISH-Gunmetal-Jet-30,164.58,shopify,999,deny,manual,69.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-JET-1.5.jpg?v=1750103684,g,PC040108,,,,,,,,,,,,,,
salmon-belt,,,,,,,,,Jet,,,Medium(32-34),,,,,FISH-Gunmetal-Jet-34,164.58,shopify,994,deny,manual,69.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-JET-1.5.jpg?v=1750103684,g,PC040108,,,,,,,,,,,,,,
salmon-belt,,,,,,,,,Jet,,,Large(36-38),,,,,FISH-Gunmetal-Jet-38,164.58,shopify,999,deny,manual,69.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-JET-1.5.jpg?v=1750103684,g,PC040108,,,,,,,,,,,,,,
salmon-belt,,,,,,,,,Jet,,,X-Large(40-44),,,,,FISH-Gunmetal-Jet-44,164.58,shopify,999,deny,manual,69.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-JET-1.5.jpg?v=1750103684,g,PC040108,,,,,,,,,,,,,,
salmon-belt,,,,,,,,,Jet,,,XX-Large(46-50),,,,,FISH-Gunmetal-Jet-50,164.58,shopify,999,deny,manual,69.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-JET-1.5.jpg?v=1750103684,g,PC040108,,,,,,,,,,,,,,
salmon-belt,,,,,,,,,Titanium,,,Small(26-30),,,,,FISH-Gunmetal-Titanium-30,165.58,shopify,1000,deny,manual,69.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-TIT-1.5.jpg?v=1750103684,g,PC040108,,,,,,,,,,,,,,
salmon-belt,,,,,,,,,Titanium,,,Medium(32-34),,,,,FISH-Gunmetal-Titanium-34,166.58,shopify,998,deny,manual,69.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-TIT-1.5.jpg?v=1750103684,g,PC040108,,,,,,,,,,,,,,
salmon-belt,,,,,,,,,Titanium,,,Large(36-38),,,,,FISH-Gunmetal-Titanium-38,167.58,shopify,999,deny,manual,69.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-TIT-1.5.jpg?v=1750103684,g,PC040108,,,,,,,,,,,,,,
salmon-belt,,,,,,,,,Titanium,,,X-Large(40-44),,,,,FISH-Gunmetal-Titanium-44,168.58,shopify,999,deny,manual,69.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-TIT-1.5.jpg?v=1750103684,g,PC040108,,,,,,,,,,,,,,
salmon-belt,,,,,,,,,Titanium,,,XX-Large(46-50),,,,,FISH-Gunmetal-Titanium-50,169.58,shopify,1000,deny,manual,69.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/silverSalmonSB-SALMON-MS-TIT-1.5.jpg?v=1750103684,g,PC040108,,,,,,,,,,,,,,
8-pairs-laurel-run-no-show-runweight-merino-wool-sock,8 Pairs Laurel - Run No Show Runweight Merino Wool Sock,"<p dir=""auto"">The Laurel Runweight Merino Wool Sock is tailor made for runners. It has everything you need and nothing you don't. It starts with a premium quality merino wool (41%), knitted to a form fitting nylon (55%) core. Then we add zoned elastic support (4%) in key areas for optimal fit and performance.  The Laurel is a no-show sock, designed with heel and tongue tabs that provide comfort and a barrier of protection between you and your shoes. Our  <strong>StrongStrut®</strong> arch support provides arch support while eliminating blister causing slippage and our  <strong>FreeVent®</strong> airflow design works to keep the your foot dry in the area it needs it most. Wool is naturally moisture-wicking and odor-resistant. <strong>USA-Made, </strong><strong>lifetime warranty.</strong></p>",GRIP6,Apparel & Accessories > Clothing > Socks,Run,"8-Pairs, No Show",true,Size,sm,product.metafields.shopify.accessory-size,Color,laurel,product.metafields.shopify.color-pattern,,,,LAUREL-SM-LW,362.87,shopify,0,deny,manual,102.00,136.00,true,true,'194794144665,https://cdn.shopify.com/s/files/1/1310/9209/files/8PackLaurel.jpg?v=1748613358,1,"",false,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,No Show,,,,,,,,sm; md; lg; xl,running,moisture-wicking,laurel,nylon; wool; merino,unisex,,,,,,g,,3.00,true,,,true,,,true,,,true,,,active
8-pairs-laurel-run-no-show-runweight-merino-wool-sock,,,,,,,,,md,,,laurel,,,,,LAUREL-MD-LW,385.55,shopify,3,deny,manual,102.00,136.00,true,true,'194794144672,https://cdn.shopify.com/s/files/1/1310/9209/files/LaurelUndertheHood.jpg?v=1748613358,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,3.00,,,,,,,,,,,,,
8-pairs-laurel-run-no-show-runweight-merino-wool-sock,,,,,,,,,lg,,,laurel,,,,,LAUREL-LG-LW,430.91,shopify,11,deny,manual,102.00,136.00,true,true,'194794144689,https://cdn.shopify.com/s/files/1/1310/9209/files/Laurel2.jpg?v=1748613358,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,3.00,,,,,,,,,,,,,
8-pairs-laurel-run-no-show-runweight-merino-wool-sock,,,,,,,,,xl,,,laurel,,,,,LAUREL-XL-LW,453.59,shopify,0,deny,manual,102.00,136.00,true,true,'194794144696,https://cdn.shopify.com/s/files/1/1310/9209/files/LaurelMidfoot1024.jpg?v=1748613358,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,3.00,,,,,,,,,,,,,
8-pairs-laurel-run-no-show-runweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/LaurelToebox1024.jpg?v=1748613358,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-pairs-laurel-run-no-show-runweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Laurel1.jpg?v=1748613358,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-pairs-laurel-run-no-show-runweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Laurel3.jpg?v=1748613358,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-pairs-laurel-run-no-show-runweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/LaurelYSeam1024.jpg?v=1748613358,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-pairs-basalt-run-no-show-runweight-merino-wool-sock,8 Pairs Basalt - Run No Show Runweight Merino Wool Sock,"<p dir=""auto"">The Basalt Runweight Merino Wool Sock is tailor made for runners. It has everything you need and nothing you don't. It starts with a premium quality merino wool (41%), knitted to a form fitting nylon (55%) core. Then we add zoned elastic support (4%) in key areas for optimal fit and performance.  The Basalt is a no-show sock, designed with heel and tongue tabs that provide comfort and a barrier of protection between you and your shoes. Our  <strong>StrongStrut®</strong> arch support provides arch support while eliminating blister causing slippage and our  <strong>FreeVent®</strong> airflow design works to keep the your foot dry in the area it needs it most. Wool is naturally moisture-wicking and odor-resistant. <strong>USA-Made, </strong><strong>lifetime warranty.</strong></p>",GRIP6,Apparel & Accessories > Clothing > Socks,Run,"8-Pairs, No Show",true,Size,sm,product.metafields.shopify.accessory-size,Color,basalt,product.metafields.shopify.color-pattern,,,,BASALT-SM-LW,362.87,shopify,11,deny,manual,102.00,136.00,true,true,'194794144627,https://cdn.shopify.com/s/files/1/1310/9209/files/8PackBasalt.jpg?v=1748612796,1,"",false,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,No Show,,,,,,'2,,sm; md; lg; xl,running,moisture-wicking,basalt,nylon; wool; merino,unisex,,,,,,g,,3.00,true,,,true,,,true,,,true,,,active
8-pairs-basalt-run-no-show-runweight-merino-wool-sock,,,,,,,,,md,,,basalt,,,,,BASALT-MD-LW,385.55,shopify,9,deny,manual,102.00,136.00,true,true,'194794144634,https://cdn.shopify.com/s/files/1/1310/9209/files/BasaltUndertheHood.jpg?v=1748612796,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,3.00,,,,,,,,,,,,,
8-pairs-basalt-run-no-show-runweight-merino-wool-sock,,,,,,,,,lg,,,basalt,,,,,BASALT-LG-LW,430.91,shopify,8,deny,manual,102.00,136.00,true,true,'194794144641,https://cdn.shopify.com/s/files/1/1310/9209/files/Basalt1.jpg?v=1748612796,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,3.00,,,,,,,,,,,,,
8-pairs-basalt-run-no-show-runweight-merino-wool-sock,,,,,,,,,xl,,,basalt,,,,,BASALT-XL-LW,453.59,shopify,3,deny,manual,102.00,136.00,true,true,'194794144658,https://cdn.shopify.com/s/files/1/1310/9209/files/BasaltMidfoot1024.jpg?v=1748612796,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,3.00,,,,,,,,,,,,,
8-pairs-basalt-run-no-show-runweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/BasaltYSeam1024.jpg?v=1748612796,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-pairs-basalt-run-no-show-runweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/BasaltToebox1024.jpg?v=1748612796,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-pairs-denim-run-no-show-runweight-merino-wool-sock,8 Pairs Denim - Run No Show Runweight Merino Wool Sock,"<p dir=""auto"">The Denim Runweight Merino Wool Sock is tailor made for runners. It has everything you need and nothing you don't. It starts with a premium quality merino wool (41%), knitted to a form fitting nylon (55%) core. Then we add zoned elastic support (4%) in key areas for optimal fit and performance.  The Denim is a no-show sock, designed with heel and tongue tabs that provide comfort and a barrier of protection between you and your shoes. Our  <strong>StrongStrut®</strong> arch support provides arch support while eliminating blister causing slippage and our  <strong>FreeVent®</strong> airflow design works to keep the your foot dry in the area it needs it most. Wool is naturally moisture-wicking and odor-resistant. <strong>USA-Made, </strong><strong>lifetime warranty.</strong></p>",GRIP6,Apparel & Accessories > Clothing > Socks,Run,"8-Pairs, No Show",true,Size,sm,product.metafields.shopify.accessory-size,Color,denim,product.metafields.shopify.color-pattern,,,,DENIM-SM-LW,362.87,shopify,7,deny,manual,102.00,136.00,true,true,'194794144580,https://cdn.shopify.com/s/files/1/1310/9209/files/8PackDenim.jpg?v=1748613103,1,"",false,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,No Show,,,,,,'1,,sm; md; lg; xl,running,moisture-wicking,denim,nylon; wool; merino,unisex,,,,,,g,,3.00,true,,,true,,,true,,,true,,,active
8-pairs-denim-run-no-show-runweight-merino-wool-sock,,,,,,,,,md,,,denim,,,,,DENIM-MD-LW,385.55,shopify,15,deny,manual,102.00,136.00,true,true,'194794144597,https://cdn.shopify.com/s/files/1/1310/9209/files/DenimUndertheHood.jpg?v=1748613103,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,
8-pairs-denim-run-no-show-runweight-merino-wool-sock,,,,,,,,,lg,,,denim,,,,,DENIM-LG-LW,430.91,shopify,10,deny,manual,102.00,136.00,true,true,'194794144603,https://cdn.shopify.com/s/files/1/1310/9209/files/DenimMidfoot1024.jpg?v=1748613103,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,
8-pairs-denim-run-no-show-runweight-merino-wool-sock,,,,,,,,,xl,,,denim,,,,,DENIM-XL-LW,453.59,shopify,2,deny,manual,102.00,136.00,true,true,'194794144610,https://cdn.shopify.com/s/files/1/1310/9209/files/DenimToebox1024.jpg?v=1748613103,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,
8-pairs-denim-run-no-show-runweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/DenimYSeam1024.jpg?v=1748613103,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-pair-amethyst-run-ankle-midweight-merino-wool-sock,8 Pairs Amethyst - Run Ankle Midweight Merino Wool Sock,"<p dir=""ltr"" data-pm-slice=""1 1 []"">The Amethyst Midweight Merino Wool Sock is an absolute workhorse. Don't let it's low profile design fool you, this thing is built for all-day performance and comfort whether you're on the trail or the job. It starts with a premium quality merino wool (45%), knitted to a form fitting nylon (49%) core. Then we add zoned elastic support (6%) in key areas for optimal fit and performance.   The Amethyst is designed with a low profile waffle-knit cuff that sit's just above the shoe line to provide optimal protection from your shoes. Our  <strong>StrongStrut®</strong> arch support provides arch support while eliminating blister causing slippage and our  <strong>FreeVent®</strong> airflow design works to keep the your foot dry in the area it needs it most. Wool is naturally moisture-wicking and odor-resistant. <strong>USA-Made, </strong><strong>lifetime warranty.</strong></p>",GRIP6,Apparel & Accessories > Clothing > Socks,Run,"8-Pairs, ankle",true,Size,sm,product.metafields.shopify.accessory-size,Color,amethyst,product.metafields.shopify.color-pattern,,,,AMETHYST-SM-MW,430.91,shopify,7,deny,manual,108.00,144.00,true,true,'194794144504,https://cdn.shopify.com/s/files/1/1310/9209/files/8PackAmethyst.jpg?v=1748612662,1,"",false,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,Ankle,,,,,,'3,,sm; md; lg; xl,running,moisture-wicking,emerald; amethyst,merino; nylon; wool,unisex,,,,,,g,,3.00,true,,,true,,,true,,,true,,,active
8-pair-amethyst-run-ankle-midweight-merino-wool-sock,,,,,,,,,md,,,amethyst,,,,,AMETHYST-MD-MW,453.59,shopify,17,deny,manual,108.00,144.00,true,true,'194794144511,https://cdn.shopify.com/s/files/1/1310/9209/files/AmethystUndertheHood.jpg?v=1748612662,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,3.00,,,,,,,,,,,,,
8-pair-amethyst-run-ankle-midweight-merino-wool-sock,,,,,,,,,lg,,,amethyst,,,,,AMETHYST-LG-MW,476.27,shopify,26,deny,manual,108.00,144.00,true,true,'194794144528,https://cdn.shopify.com/s/files/1/1310/9209/files/AmethystEdgeLogo1024.jpg?v=1748612662,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,3.00,,,,,,,,,,,,,
8-pair-amethyst-run-ankle-midweight-merino-wool-sock,,,,,,,,,xl,,,amethyst,,,,,AMETHYST-XL-MW,498.95,shopify,4,deny,manual,108.00,144.00,true,true,'194794144535,https://cdn.shopify.com/s/files/1/1310/9209/files/Amethyst2.jpg?v=1748612662,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,3.00,,,,,,,,,,,,,
8-pair-amethyst-run-ankle-midweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/AmethystYSeam1024.jpg?v=1748612662,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
